Incident FDID,County,Service Name,Time Diff : Alarm - Arrival,time_diff_edit,Incident Date,Year,Full Address,Incident City,Fire Incident Type - Code,Fire Incident Type,full_address_geocode,lat,long
57003,Linn,Cedar Rapids Fire Department,0:05,5,10/7/06,2006,230 COLLINS RD NE,Cedar Rapids,113,"Cooking fire, confined to container","230 COLLINS RD NE, Cedar Rapids, Iowa",42.02857,-91.630748
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/7/06,2006,298 BLAIRS FERRY RD NE,Cedar Rapids,111,Building fire,"298 BLAIRS FERRY RD NE, Cedar Rapids, Iowa",42.0351456,-91.6366947
57003,Linn,Cedar Rapids Fire Department,0:05,5,10/8/06,2006,1517 2nd AVE SE,Cedar Rapids,111,Building fire,"1517 2nd AVE SE, Cedar Rapids, Iowa",41.987349,-91.650566
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/9/06,2006,600 36TH ST SE,CEDAR RAPIDS,112,Fires in structure other than in a building,"600 36TH ST SE, CEDAR RAPIDS, Iowa",41.9801558,-91.6152796
57003,Linn,Cedar Rapids Fire Department,0:06,6,10/9/06,2006,5450 LOCUST RD SW,Cedar Rapids,111,Building fire,"5450 LOCUST RD SW, Cedar Rapids, Iowa",41.9251273,-91.6862154
57003,Linn,Cedar Rapids Fire Department,0:05,5,10/10/06,2006,1834 1ST AVE NE Apt 106,CEDAR RAPIDS,111,Building fire,"1834 1ST AVE NE Apt 106, CEDAR RAPIDS, Iowa",41.992573,-91.645916
57003,Linn,Cedar Rapids Fire Department,0:06,6,10/10/06,2006,60 MILLER AVE SW,Cedar Rapids,113,"Cooking fire, confined to container","60 MILLER AVE SW, Cedar Rapids, Iowa",41.924893,-91.6585829
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/14/06,2006,375 15TH ST SE,Cedar Rapids,111,Building fire,"375 15TH ST SE, Cedar Rapids, Iowa",41.9850629,-91.650766
57003,Linn,Cedar Rapids Fire Department,0:05,5,10/14/06,2006,2628 BROOKLAND DR NE,Cedar Rapids,113,"Cooking fire, confined to container","2628 BROOKLAND DR NE, Cedar Rapids, Iowa",42.018603,-91.6824369
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/16/06,2006,2501 WILLIAMS BLVD SW,Cedar Rapids,111,Building fire,"2501 WILLIAMS BLVD SW, Cedar Rapids, Iowa",41.964225,-91.705365
57003,Linn,Cedar Rapids Fire Department,0:08,8,10/17/06,2006,2501 WILLIAMS BLVD SW,Cedar Rapids,111,Building fire,"2501 WILLIAMS BLVD SW, Cedar Rapids, Iowa",41.964225,-91.705365
57003,Linn,Cedar Rapids Fire Department,0:03,3,10/17/06,2006,1112 I AVE NW,CEDAR RAPIDS,111,Building fire,"1112 I AVE NW, CEDAR RAPIDS, Iowa",41.982009,-91.687643
57003,Linn,Cedar Rapids Fire Department,0:00,0,10/18/06,2006,5400 KIRKWOOD BLVD SW,CEDAR RAPIDS,118,"Trash or rubbish fire, contained","5400 KIRKWOOD BLVD SW, CEDAR RAPIDS, Iowa",41.9218665,-91.6592802
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/21/06,2006,1424 BEVER AVE SE,Cedar Rapids,111,Building fire,"1424 BEVER AVE SE, Cedar Rapids, Iowa",41.985069,-91.6518339
57003,Linn,Cedar Rapids Fire Department,0:03,3,10/23/06,2006,314 HANOVER RD SW,Cedar Rapids,111,Building fire,"314 HANOVER RD SW, Cedar Rapids, Iowa",41.966941,-91.745036
57003,Linn,Cedar Rapids Fire Department,0:04,4,10/23/06,2006,145 37TH ST NE,CEDAR RAPIDS,113,"Cooking fire, confined to container","145 37TH ST NE, CEDAR RAPIDS, Iowa",42.015583,-91.636737
57003,Linn,Cedar Rapids Fire Department,0:06,6,10/31/06,2006,411 10TH ST SE,Cedar Rapids,111,Building fire,"411 10TH ST SE, Cedar Rapids, Iowa",41.9801367,-91.6577076
57003,Linn,Cedar Rapids Fire Department,0:04,4,11/1/06,2006,390 16TH ST SE,CEDAR RAPIDS,111,Building fire,"390 16TH ST SE, CEDAR RAPIDS, Iowa",41.9839569,-91.647481
57003,Linn,Cedar Rapids Fire Department,0:10,10,11/1/06,2006,5810 PHEASANT DR SW,CEDAR RAPIDS,113,"Cooking fire, confined to container","5810 PHEASANT DR SW, CEDAR RAPIDS, Iowa",41.9654115,-91.7460236
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/1/06,2006,3230 EDEN LN SW,Cedar Rapids,111,Building fire,"3230 EDEN LN SW, Cedar Rapids, Iowa",41.94588,-91.714608
57003,Linn,Cedar Rapids Fire Department,0:05,5,11/1/06,2006,3105 RAVENWOOD TER NW,CEDAR RAPIDS,111,Building fire,"3105 RAVENWOOD TER NW, CEDAR RAPIDS, Iowa",41.969628,-91.712552
57003,Linn,Cedar Rapids Fire Department,0:07,7,11/1/06,2006,8304 KIRKWOOD BLVD SW,LINN COUNTY,111,Building fire,"8304 KIRKWOOD BLVD SW, LINN COUNTY, Iowa",41.898661,-91.6590779
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/3/06,2006,630 OLD MARION RD NE,CEDAR RAPIDS,111,Building fire,"630 OLD MARION RD NE, CEDAR RAPIDS, Iowa",42.025595,-91.64258
57003,Linn,Cedar Rapids Fire Department,0:08,8,11/4/06,2006,402 66TH AVE SW,Cedar Rapids,111,Building fire,"402 66TH AVE SW, Cedar Rapids, Iowa",41.9147326,-91.6624365
57003,Linn,Cedar Rapids Fire Department,0:05,5,11/5/06,2006,5459 OHIO ST SW,Cedar Rapids,111,Building fire,"5459 OHIO ST SW, Cedar Rapids, Iowa",41.922187,-91.664922
57003,Linn,Cedar Rapids Fire Department,0:03,3,11/7/06,2006,1714 E AVE NE,CEDAR RAPIDS,111,Building fire,"1714 E AVE NE, CEDAR RAPIDS, Iowa",41.9781381,-91.6950791
57003,Linn,Cedar Rapids Fire Department,0:05,5,11/7/06,2006,236 29TH AVE SW,Cedar Rapids,111,Building fire,"236 29TH AVE SW, Cedar Rapids, Iowa",41.948987,-91.666637
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/9/06,2006,42 LEISURE BLVD NE,Cedar Rapids,111,Building fire,"42 LEISURE BLVD NE, Cedar Rapids, Iowa",42.0342232,-91.6906803
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/12/06,2006,309 PAULA LN NE,Cedar Rapids,111,Building fire,"309 PAULA LN NE, Cedar Rapids, Iowa",42.0298484,-91.6919241
57003,Linn,Cedar Rapids Fire Department,0:04,4,11/15/06,2006,1813 WESTERN DR SW Apt 109,Cedar Rapids,121,Fire in mobile home used as fixed residence,"1813 WESTERN DR SW Apt 109, Cedar Rapids, Iowa",41.9617264,-91.7497137
57003,Linn,Cedar Rapids Fire Department,0:03,3,11/15/06,2006,900 INGLESIDE DR SW,Cedar Rapids,118,"Trash or rubbish fire, contained","900 INGLESIDE DR SW, Cedar Rapids, Iowa",41.938011,-91.680668
57003,Linn,Cedar Rapids Fire Department,0:04,4,11/17/06,2006,3501 1ST AVE E,CEDAR RAPIDS,116,"Fuel burner/boiler malfunction, fire confined","3501 1ST AVE E, CEDAR RAPIDS, Iowa",42.0134995,-91.6350109
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/21/06,2006,3009 12TH AVE SW Apt 215,Cedar Rapids,113,"Cooking fire, confined to container","3009 12TH AVE SW Apt 215, Cedar Rapids, Iowa",41.9650055,-91.7107202
57003,Linn,Cedar Rapids Fire Department,0:06,6,11/22/06,2006,224 40TH STR DR SE Apt 2,CEDAR RAPIDS,113,"Cooking fire, confined to container","224 40TH STR DR SE Apt 2, CEDAR RAPIDS, Iowa",42.0183,-91.629046
57003,Linn,Cedar Rapids Fire Department,0:07,7,11/23/06,2006,2406 ZIKA AVE NW,CEDAR RAPIDS,113,"Cooking fire, confined to container","2406 ZIKA AVE NW, CEDAR RAPIDS, Iowa",42.000656,-91.704584
57003,Linn,Cedar Rapids Fire Department,0:04,4,11/26/06,2006,330 29TH STR DR SE Apt 5,Cedar Rapids,113,"Cooking fire, confined to container","330 29TH STR DR SE Apt 5, Cedar Rapids, Iowa",42.006402,-91.6302989
57003,Linn,Cedar Rapids Fire Department,0:05,5,11/28/06,2006,2050 GLASS RD NE Apt 203,Cedar Rapids,111,Building fire,"2050 GLASS RD NE Apt 203, Cedar Rapids, Iowa",42.0127384,-91.6694312
57003,Linn,Cedar Rapids Fire Department,0:07,7,11/28/06,2006,2030 GLASS RD NE Apt 101,Cedar Rapids,113,"Cooking fire, confined to container","2030 GLASS RD NE Apt 101, Cedar Rapids, Iowa",42.0126689,-91.6691831
57003,Linn,Cedar Rapids Fire Department,0:03,3,12/2/06,2006,1834 1ST AVE NE Apt 107,CEDAR RAPIDS,111,Building fire,"1834 1ST AVE NE Apt 107, CEDAR RAPIDS, Iowa",41.992573,-91.645916
57003,Linn,Cedar Rapids Fire Department,0:03,3,12/9/06,2006,629 2ND AVE SW,Cedar Rapids,111,Building fire,"629 2ND AVE SW, Cedar Rapids, Iowa",41.972759,-91.679802
57003,Linn,Cedar Rapids Fire Department,0:05,5,12/10/06,2006,2115 1ST AVE E,Cedar Rapids,111,Building fire,"2115 1ST AVE E, Cedar Rapids, Iowa",41.9958922,-91.6363803
57003,Linn,Cedar Rapids Fire Department,0:04,4,12/11/06,2006,1519 6TH ST SW,Cedar Rapids,113,"Cooking fire, confined to container","1519 6TH ST SW, Cedar Rapids, Iowa",41.9621504,-91.6767298
57003,Linn,Cedar Rapids Fire Department,0:03,3,12/14/06,2006,441 9TH AVE SW,CEDAR RAPIDS,111,Building fire,"441 9TH AVE SW, CEDAR RAPIDS, Iowa",41.967215,-91.676057
57003,Linn,Cedar Rapids Fire Department,0:04,4,12/15/06,2006,1401 10TH ST NW,Cedar Rapids,111,Building fire,"1401 10TH ST NW, Cedar Rapids, Iowa",41.987012,-91.685596
57003,Linn,Cedar Rapids Fire Department,0:03,3,12/17/06,2006,4505 WOODSONIA CT NW,CEDAR RAPIDS,111,Building fire,"4505 WOODSONIA CT NW, CEDAR RAPIDS, Iowa",41.967695,-91.730014
57003,Linn,Cedar Rapids Fire Department,0:07,7,12/17/06,2006,215 BROADMORE RD NW,CEDAR RAPIDS,111,Building fire,"215 BROADMORE RD NW, CEDAR RAPIDS, Iowa",41.974196,-91.749792
57003,Linn,Cedar Rapids Fire Department,0:06,6,12/17/06,2006,4407 1ST AVE W Apt 302,CEDAR RAPIDS,113,"Cooking fire, confined to container","4407 1ST AVE W Apt 302, CEDAR RAPIDS, Iowa",41.9668576,-91.7277826
57003,Linn,Cedar Rapids Fire Department,0:09,9,12/19/06,2006,2150 EDGEWOOD RD NW Apt 12,Cedar Rapids,113,"Cooking fire, confined to container","2150 EDGEWOOD RD NW Apt 12, Cedar Rapids, Iowa",41.9978987,-91.7093585
57003,Linn,Cedar Rapids Fire Department,0:11,11,12/21/06,2006,7525 BERTRAM RD SE,CEDAR RAPIDS,111,Building fire,"7525 BERTRAM RD SE, CEDAR RAPIDS, Iowa",41.9614859,-91.5698543
57003,Linn,Cedar Rapids Fire Department,0:03,3,12/23/06,2006,121 28TH STR DR SE,Cedar Rapids,113,"Cooking fire, confined to container","121 28TH STR DR SE, Cedar Rapids, Iowa",42.004891,-91.633875
57003,Linn,Cedar Rapids Fire Department,0:09,9,12/26/06,2006,7717 THORNDALE DR NE,Cedar Rapids,111,Building fire,"7717 THORNDALE DR NE, Cedar Rapids, Iowa",42.0560649,-91.633705
57003,Linn,Cedar Rapids Fire Department,0:05,5,12/29/06,2006,1717 BEVER AVE SE,Cedar Rapids,111,Building fire,"1717 BEVER AVE SE, Cedar Rapids, Iowa",41.984276,-91.645777
57003,Linn,Cedar Rapids Fire Department,0:06,6,12/31/06,2006,1551 6TH AVE SE,CEDAR RAPIDS,111,Building fire,"1551 6TH AVE SE, CEDAR RAPIDS, Iowa",41.9812579,-91.648262
57003,Linn,Cedar Rapids Fire Department,0:06,6,1/2/07,2007,4800 EDGEWOOD RD SW,CEDAR RAPIDS,114,"Chimney or flue fire, confined to chimney or flue","4800 EDGEWOOD RD SW, CEDAR RAPIDS, Iowa",41.9336247,-91.7180245
57003,Linn,Cedar Rapids Fire Department,0:06,6,1/5/07,2007,1051 29TH AVE SW,Cedar Rapids,111,Building fire,"1051 29TH AVE SW, Cedar Rapids, Iowa",41.9479902,-91.6830574
57003,Linn,Cedar Rapids Fire Department,0:07,7,1/9/07,2007,1604 KEITH DR NE,CEDAR RAPIDS,114,"Chimney or flue fire, confined to chimney or flue","1604 KEITH DR NE, CEDAR RAPIDS, Iowa",42.014645,-91.659683
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/9/07,2007,1620 AMERICUS DR SE,CEDAR RAPIDS,112,Fires in structure other than in a building,"1620 AMERICUS DR SE, CEDAR RAPIDS, Iowa",41.973919,-91.646669
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/10/07,2007,1015 ROLLING CREEK DR NE,Cedar Rapids,113,"Cooking fire, confined to container","1015 ROLLING CREEK DR NE, Cedar Rapids, Iowa",42.04455,-91.648903
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/11/07,2007,2342 EDGEWOOD RD SW,Cedar Rapids,111,Building fire,"2342 EDGEWOOD RD SW, Cedar Rapids, Iowa",41.9555731,-91.7162382
57003,Linn,Cedar Rapids Fire Department,0:00,0,1/11/07,2007,2342 EDGEWOOD RD SW,CEDAR RAPIDS,111,Building fire,"2342 EDGEWOOD RD SW, CEDAR RAPIDS, Iowa",41.9555731,-91.7162382
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/12/07,2007,1630 F AVE NW Apt 4,CEDAR RAPIDS,113,"Cooking fire, confined to container","1630 F AVE NW Apt 4, CEDAR RAPIDS, Iowa",41.979947,-91.6936659
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/12/07,2007,1330 ELMHURST DR NE,Cedar Rapids,113,"Cooking fire, confined to container","1330 ELMHURST DR NE, Cedar Rapids, Iowa",42.002547,-91.652073
57003,Linn,Cedar Rapids Fire Department,0:12,12,1/13/07,2007,215 KIRKWOOD CT SW Apt 7,Cedar Rapids,111,Building fire,"215 KIRKWOOD CT SW Apt 7, Cedar Rapids, Iowa",41.920236,-91.653688
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/13/07,2007,2981 6TH ST SW,Cedar Rapids,113,"Cooking fire, confined to container","2981 6TH ST SW, Cedar Rapids, Iowa",41.9481724,-91.6767353
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/16/07,2007,2503 LINWOOD ST SW,CEDAR RAPIDS,111,Building fire,"2503 LINWOOD ST SW, CEDAR RAPIDS, Iowa",41.953787,-91.675998
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/18/07,2007,398 28TH AVE SW,Cedar Rapids,113,"Cooking fire, confined to container","398 28TH AVE SW, Cedar Rapids, Iowa",41.9501909,-91.674304
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/20/07,2007,528 30TH STR DR SE,CEDAR RAPIDS,111,Building fire,"528 30TH STR DR SE, CEDAR RAPIDS, Iowa",42.007593,-91.62681
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/22/07,2007,319 24 ST NE,CEDAR RAPIDS,111,Building fire,"319 24 ST NE, CEDAR RAPIDS, Iowa",42.001114,-91.639677
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/24/07,2007,1407 3RD AVE SE,CEDAR RAPIDS,111,Building fire,"1407 3RD AVE SE, CEDAR RAPIDS, Iowa",41.984994,-91.652511
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/28/07,2007,2407 BUCKINGHAM DR NW,Cedar Rapids,111,Building fire,"2407 BUCKINGHAM DR NW, Cedar Rapids, Iowa",42.0043308,-91.701882
57003,Linn,Cedar Rapids Fire Department,0:07,7,1/29/07,2007,3404 QUEEN DR SW,CEDAR RAPIDS,111,Building fire,"3404 QUEEN DR SW, CEDAR RAPIDS, Iowa",41.9444386,-91.7149475
57003,Linn,Cedar Rapids Fire Department,0:10,10,1/29/07,2007,6276 ROCKWELL DR NE Apt 205,Cedar Rapids,113,"Cooking fire, confined to container","6276 ROCKWELL DR NE Apt 205, Cedar Rapids, Iowa",42.0406436,-91.6485704
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/31/07,2007,4412 WALKER ST NE,Cedar Rapids,111,Building fire,"4412 WALKER ST NE, Cedar Rapids, Iowa",42.023505,-91.664379
57003,Linn,Cedar Rapids Fire Department,0:08,8,2/4/07,2007,1710 16TH ST SE,Cedar Rapids,111,Building fire,"1710 16TH ST SE, Cedar Rapids, Iowa",41.969297,-91.6458959
57003,Linn,Cedar Rapids Fire Department,0:04,4,2/4/07,2007,506 35TH ST SE,CEDAR RAPIDS,113,"Cooking fire, confined to container","506 35TH ST SE, CEDAR RAPIDS, Iowa",41.981571,-91.616933
57003,Linn,Cedar Rapids Fire Department,0:08,8,2/8/07,2007,2905 RUSSELL DR NE,Cedar Rapids,113,"Cooking fire, confined to container","2905 RUSSELL DR NE, Cedar Rapids, Iowa",42.007201,-91.661047
57003,Linn,Cedar Rapids Fire Department,0:08,8,2/9/07,2007,400 BEZDEK DR NW,CEDAR RAPIDS,114,"Chimney or flue fire, confined to chimney or flue","400 BEZDEK DR NW, CEDAR RAPIDS, Iowa",41.9761442,-91.728996
57003,Linn,Cedar Rapids Fire Department,0:03,3,2/10/07,2007,316 17TH ST NE,Cedar Rapids,111,Building fire,"316 17TH ST NE, Cedar Rapids, Iowa",41.992662,-91.650538
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/18/07,2007,1261 5TH AVE SE,CEDAR RAPIDS,116,"Fuel burner/boiler malfunction, fire confined","1261 5TH AVE SE, CEDAR RAPIDS, Iowa",41.982387,-91.6524139
57003,Linn,Cedar Rapids Fire Department,0:05,5,2/20/07,2007,283 38TH STR DR SE,CEDAR RAPIDS,113,"Cooking fire, confined to container","283 38TH STR DR SE, CEDAR RAPIDS, Iowa",42.0143181,-91.6307498
57003,Linn,Cedar Rapids Fire Department,0:05,5,2/20/07,2007,2210 EDGEWOOD RD SW,Cedar Rapids,111,Building fire,"2210 EDGEWOOD RD SW, Cedar Rapids, Iowa",41.9578802,-91.7193467
57003,Linn,Cedar Rapids Fire Department,0:03,3,2/24/07,2007,1407 3RD AV SE Apt 6,CEDAR RAPIDS,111,Building fire,"1407 3RD AV SE Apt 6, CEDAR RAPIDS, Iowa",41.984994,-91.652511
57003,Linn,Cedar Rapids Fire Department,0:05,5,2/24/07,2007,258 SUSSEX DR NE,Cedar Rapids,118,"Trash or rubbish fire, contained","258 SUSSEX DR NE, Cedar Rapids, Iowa",42.045783,-91.632111
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/25/07,2007,5449 WYOMING DR SW,Cedar Rapids,111,Building fire,"5449 WYOMING DR SW, Cedar Rapids, Iowa",41.922322,-91.663455
57003,Linn,Cedar Rapids Fire Department,0:05,5,2/25/07,2007,4815 1ST AVE W Apt 2C,CEDAR RAPIDS,113,"Cooking fire, confined to container","4815 1ST AVE W Apt 2C, CEDAR RAPIDS, Iowa",41.966356,-91.734035
57003,Linn,Cedar Rapids Fire Department,0:05,5,2/25/07,2007,522 VERNON DR SE,CEDAR RAPIDS,111,Building fire,"522 VERNON DR SE, CEDAR RAPIDS, Iowa",41.9796959,-91.638227
57003,Linn,Cedar Rapids Fire Department,0:07,7,2/25/07,2007,700 41ST AVE DR SW,CEDAR RAPIDS,121,Fire in mobile home used as fixed residence,"700 41ST AVE DR SW, CEDAR RAPIDS, Iowa",41.940606,-91.648071
57003,Linn,Cedar Rapids Fire Department,0:08,8,2/26/07,2007,6917 BROOKHAVEN DR NW,Cedar Rapids,113,"Cooking fire, confined to container","6917 BROOKHAVEN DR NW, Cedar Rapids, Iowa",41.976466,-91.7603649
57003,Linn,Cedar Rapids Fire Department,0:07,7,2/26/07,2007,700 41ST AVE DR SW,Cedar Rapids,111,Building fire,"700 41ST AVE DR SW, Cedar Rapids, Iowa",41.940606,-91.648071
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/27/07,2007,209 14TH ST NE,Cedar Rapids,111,Building fire,"209 14TH ST NE, Cedar Rapids, Iowa",41.98814,-91.6549001
57003,Linn,Cedar Rapids Fire Department,0:06,6,3/3/07,2007,4170 RIVERVIEW RD NE,Cedar Rapids,113,"Cooking fire, confined to container","4170 RIVERVIEW RD NE, Cedar Rapids, Iowa",42.04209,-91.70797
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/7/07,2007,737 FERNWOOD DR NE,CEDAR RAPIDS,113,"Cooking fire, confined to container","737 FERNWOOD DR NE, CEDAR RAPIDS, Iowa",42.037912,-91.64555
57003,Linn,Cedar Rapids Fire Department,0:06,6,3/7/07,2007,4712 M AVE NW,Cedar Rapids,111,Building fire,"4712 M AVE NW, Cedar Rapids, Iowa",41.988482,-91.734073
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/10/07,2007,436 G AVE NW,Cedar Rapids,115,"Incinerator overload or malfunction, fire confined","436 G AVE NW, Cedar Rapids, Iowa",41.981086,-91.6801179
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/11/07,2007,411 3RD ST SE,Cedar Rapids,111,Building fire,"411 3RD ST SE, Cedar Rapids, Iowa",41.976451,-91.664869
57003,Linn,Cedar Rapids Fire Department,0:03,3,3/11/07,2007,1316 1ST AVE E,Cedar Rapids,113,"Cooking fire, confined to container","1316 1ST AVE E, Cedar Rapids, Iowa",41.9869304,-91.6549776
57003,Linn,Cedar Rapids Fire Department,0:04,4,3/17/07,2007,4017 14TH AVE SE,Cedar Rapids,111,Building fire,"4017 14TH AVE SE, Cedar Rapids, Iowa",41.97172,-91.610102
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/17/07,2007,3061 6TH ST SW Apt 8,Cedar Rapids,116,"Fuel burner/boiler malfunction, fire confined","3061 6TH ST SW Apt 8, Cedar Rapids, Iowa",41.9473714,-91.6766366
57003,Linn,Cedar Rapids Fire Department,0:04,4,3/25/07,2007,1056 5TH AVE SE,Cedar Rapids,111,Building fire,"1056 5TH AVE SE, Cedar Rapids, Iowa",41.981574,-91.654673
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/26/07,2007,514 27TH AVE SW,Cedar Rapids,111,Building fire,"514 27TH AVE SW, Cedar Rapids, Iowa",41.951729,-91.676507
57003,Linn,Cedar Rapids Fire Department,0:08,8,3/29/07,2007,406 WESTRIDGE DR SW,Cedar Rapids,111,Building fire,"406 WESTRIDGE DR SW, Cedar Rapids, Iowa",41.968018,-91.763264
57003,Linn,Cedar Rapids Fire Department,0:05,5,3/29/07,2007,5200 E AVE NW,Cedar Rapids,111,Building fire,"5200 E AVE NW, Cedar Rapids, Iowa",41.980354,-91.738923
57003,Linn,Cedar Rapids Fire Department,0:07,7,3/30/07,2007,156 WEST POST RD NW,Cedar Rapids,111,Building fire,"156 WEST POST RD NW, Cedar Rapids, Iowa",41.972807,-91.740767
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/1/08,2008,1550 16TH AVE SW,Cedar Rapids,111,Building fire,"1550 16TH AVE SW, Cedar Rapids, Iowa",41.962971,-91.692322
57003,Linn,Cedar Rapids Fire Department,0:03,3,1/2/08,2008,1623 B AVE NE,CEDAR RAPIDS,113,"Cooking fire, confined to container","1623 B AVE NE, CEDAR RAPIDS, Iowa",41.991172,-91.651017
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/3/08,2008,3620 Coppermill RD NE,Cedar Rapids,111,Building fire,"3620 Coppermill RD NE, Cedar Rapids, Iowa",42.016422,-91.688324
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/6/08,2008,1618 ELLIS BLVD NW,CEDAR RAPIDS,111,Building fire,"1618 ELLIS BLVD NW, CEDAR RAPIDS, Iowa",41.989571,-91.682517
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/10/08,2008,1806 MOUNT VERNON RD SE,CEDAR RAPIDS,111,Building fire,"1806 MOUNT VERNON RD SE, CEDAR RAPIDS, Iowa",41.977527,-91.643862
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/12/08,2008,1012 SIOUX DR NW,Cedar Rapids,111,Building fire,"1012 SIOUX DR NW, Cedar Rapids, Iowa",41.982433,-91.694132
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/14/08,2008,1518 8TH ST NW,Cedar Rapids,111,Building fire,"1518 8TH ST NW, Cedar Rapids, Iowa",41.988442,-91.683681
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/21/08,2008,412 8TH AVE SW,CEDAR RAPIDS,111,Building fire,"412 8TH AVE SW, CEDAR RAPIDS, Iowa",41.96863,-91.675308
57003,Linn,Cedar Rapids Fire Department,0:04,4,1/23/08,2008,3430 12TH AVE SW,Cedar Rapids,111,Building fire,"3430 12TH AVE SW, Cedar Rapids, Iowa",41.965916,-91.717318
57003,Linn,Cedar Rapids Fire Department,0:05,5,1/28/08,2008,926 16th AVE SE,CEDAR RAPIDS,122,"Fire in motor home, camper, recreational vehicle","926 16th AVE SE, CEDAR RAPIDS, Iowa",41.970999,-91.6517269
57003,Linn,Cedar Rapids Fire Department,0:06,6,1/30/08,2008,2100 29TH ST SW,Cedar Rapids,111,Building fire,"2100 29TH ST SW, Cedar Rapids, Iowa",41.958391,-91.70916
57003,Linn,Cedar Rapids Fire Department,0:04,4,2/2/08,2008,230 COLLINS RD NE,Cedar Rapids,111,Building fire,"230 COLLINS RD NE, Cedar Rapids, Iowa",42.02857,-91.630748
57003,Linn,Cedar Rapids Fire Department,0:03,3,2/2/08,2008,224 29TH STR DR SE Apt 7,CEDAR RAPIDS,111,Building fire,"224 29TH STR DR SE Apt 7, CEDAR RAPIDS, Iowa",42.006208,-91.6323694
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/5/08,2008,3211 MOUND AVE SE,CEDAR RAPIDS,111,Building fire,"3211 MOUND AVE SE, CEDAR RAPIDS, Iowa",41.979044,-91.6209949
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/7/08,2008,1711 B ST SW,Cedar Rapids,111,Building fire,"1711 B ST SW, Cedar Rapids, Iowa",41.96443,-91.659603
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/10/08,2008,2101 CHANDLER ST SW,Cedar Rapids,113,"Cooking fire, confined to container","2101 CHANDLER ST SW, Cedar Rapids, Iowa",41.967031,-91.701254
57003,Linn,Cedar Rapids Fire Department,0:07,7,2/10/08,2008,929 HULL AVE SE,Cedar Rapids,111,Building fire,"929 HULL AVE SE, Cedar Rapids, Iowa",41.968941,-91.651505
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/11/08,2008,140 BELVEDERE DR NW,Cedar Rapids,114,"Chimney or flue fire, confined to chimney or flue","140 BELVEDERE DR NW, Cedar Rapids, Iowa",41.971981,-91.749307
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/14/08,2008,1330 ELMHURST DR NE,CEDAR RAPIDS,113,"Cooking fire, confined to container","1330 ELMHURST DR NE, CEDAR RAPIDS, Iowa",42.002547,-91.652073
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/15/08,2008,1420 OAKLAND RD NE,Cedar Rapids,113,"Cooking fire, confined to container","1420 OAKLAND RD NE, Cedar Rapids, Iowa",42.003514,-91.659244
57003,Linn,Cedar Rapids Fire Department,0:04,4,2/15/08,2008,374 15TH ST SE,Cedar Rapids,111,Building fire,"374 15TH ST SE, Cedar Rapids, Iowa",41.985068,-91.650251
57003,Linn,Cedar Rapids Fire Department,0:06,6,2/16/08,2008,3021 RAVENWOOD TER NW,Cedar Rapids,111,Building fire,"3021 RAVENWOOD TER NW, Cedar Rapids, Iowa",41.969627,-91.712309
