GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2013 Total","2016 Total"
142442800200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.28,"","","","","","","",0,0
142447700900000,"CITY PROPERTY",EXEMPT,"WATER TOWER","MT VERNON RD SE","CEDAR RAPIDS CITY OF",1.02,"","","","","","","",0,0
142528003300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142530102000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142542901100000,"CITY PROPERTY",EXEMPT,PARK,"VACANT LAND SE","CEDAR RAPIDS CITY OF",14.32,"","","","","","","",0,0
142612603400000,"CITY PROPERTY",EXEMPT,"ARROWHEAD PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.48,"","","","","","","",0,0
142617601300000,"CITY PROPERTY",EXEMPT,"MONROE PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",4.82,"","","","","","","",0,0
142623001600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","23RD ST SE","CEDAR RAPIDS CITY OF",0.602,"","","","","","","",0,0
142625100100000,"CITY PROPERTY",EXEMPT,"VAN VECHTEN PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",76.0,"","","","","","","",0,0
142632600200000,"CITY PROPERTY",EXEMPT,"VAN VECHTEN PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",21.0,"","","","","","","",0,0
142637700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",9.65,"","","","","","","",0,0
142637700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.46,"","","","","","","",0,0
142715500800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.64,"","","","","","","",0,0
142715501200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.138,"","","","","","","",0,0
142715600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","15TH AVE SE","CEDAR RAPIDS CITY OF",1.08,"","","","","","","",0,0
142715700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",8.793,"","","","","","","",0,0
142717600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",47.77,"","","","","","","",0,0
142720100100000,"CITY PROPERTY",EXEMPT,"OAK HILL CEMETARY","VACANT LAND SE","CEDAR RAPIDS CITY OF",3.0,"","","","","","","",0,0
142720200400000,"CITY PROPERTY",EXEMPT,"OAK HILL CEMETARY","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.128,"","","","","","","",0,0
142720202200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142720302100000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.052,"","","","","","","",0,0
142720302200000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.067,"","","","","","","",0,0
142720302300000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.026,"","","","","","","",0,0
142720402700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142720602600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH ST SE","CEDAR RAPIDS CITY OF",0.08,"","","","","","","",0,0
142720700900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142720702500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142724001100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SE","CEDAR RAPIDS CITY OF",0.063,"","","","","","","",0,0
142725300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142725600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142725600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.0964,"","","","","","","",0,0
142725600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",5000,0
142725700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.041,"","","","","","","",0,0
142725700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.8494,"","","","","","","",0,0
142725700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH ST SE","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142725700600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH ST SE","CEDAR RAPIDS CITY OF",0.068,"","","","","","","",0,0
142726000800000,"CITY PROPERTY",EXEMPT,"SINCLAIR PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",1.97,"","","","","","","",0,0
142726100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.197,"","","","","","","",0,0
142726100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.071,"","","","","","","",0,0
142726100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.071,"","","","","","","",0,0
142726101000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.066,"","","","","","","",0,0
142726101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142726101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.056,"","","","","","","",0,0
142726101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142727700400000,"CITY PROPERTY",EXEMPT,"HIDDER PARK","10TH ST SE","CEDAR RAPIDS CITY OF",0.771,"","","","","","","",0,0
142727700500000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.841,"","","","","","","",0,0
142727700700000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.125,"","","","","","","",0,0
142727700800000,"CITY PROPERTY",EXEMPT,"WHITTAM PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",4.7,"","","","","","","",0,0
142727800100000,"CITY PROPERTY",EXEMPT,"BENDER POOL","14TH AVE SE","CEDAR RAPIDS CITY OF",1.736,"","","","","","","",0,0
142728200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SE","CEDAR RAPIDS CITY OF",0.261,"","","","","","","",0,0
142728300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142728300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142730300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142730300600000,"CITY PROPERTY",EXEMPT,"VAC LOT","9TH ST SE","CEDAR RAPIDS CITY OF",0.0964,"","","","","","","",0,0
142730300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SE","CEDAR RAPIDS CITY OF",0.0964,"","","","","","","",0,0
142730301000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142730400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142730400400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142730700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","HULL AVE SE","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142732701200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142732701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.08,"","","","","","","",0,0
142732701600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST SE","CEDAR RAPIDS CITY OF",0.219,"","","","","","","",0,0
142732800100000,"CITY PROPERTY",EXEMPT,"OLD FARMSTEAD SITE/ 3 BLDGS REMAIN","3RD ST SE","CEDAR RAPIDS CITY OF",30.17,"","","","",Warehouse,1920,10640,0,0
142732800600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2066,"","","","","","","",0,0
142732801000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2066,"","","","","","","",0,0
142732801200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.1,"","","","","","","",0,0
142732900200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142733001300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142733001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142733001600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142733001700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.155,"Detached Structures Only","",1948,"","","","",0,0
142733001800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.069,"","","","","","","",0,0
142733001900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.066,"","","","","","","",0,0
142733100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.121,"","","","","","","",0,0
142733100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.101,"","","","","","","",0,0
142733100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733100400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142733100600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142733100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.1286,"","","","","","","",0,0
142733101000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142733101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.106,"","","","","","","",0,0
142733101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","","",0,0
142733101400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","","",0,0
142733101500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","","",0,0
142733101600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","15TH AVE SE","CEDAR RAPIDS CITY OF",0.0826,"","","","","","","",0,0
142733101700000,"CITY PROPERTY",EXEMPT,"ASPHALT PARKING LOT","15TH AVE SE","CEDAR RAPIDS CITY OF",0.0735,"","","","","","","",0,0
142733101900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.545,"","","","","","","",0,0
142733102000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",5.302,"","","","","","","",0,0
142733200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","14TH AVE SE","CEDAR RAPIDS CITY OF",0.163,"","","","","","","",0,0
142735100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND ALONG RIVER","VACANT LAND SW","CEDAR RAPIDS CITY OF",5.3,"","","","","","","",0,0
142735200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.831,"","","","","","","",0,0
142735300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142735300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142735300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142735400400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142735400600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142735400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142735400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142735400900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142737600100000,"CITY PROPERTY",EXEMPT,"CEDAR RAPIDS SOLID WASTE","A ST SW","CEDAR RAPIDS CITY OF",0.35,"","","","","","","",0,0
142810500400000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.028,"","","","","","","",0,0
142810501100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142812600400000,"CITY PROPERTY",EXEMPT,"NEW LIBRARY","4TH AVE SE","CEDAR RAPIDS CITY OF",1.9284,"","","","","","","",0,0
142812700600000,"CITY PROPERTY",EXEMPT,"PARKING GARAGE","VACANT LAND SE","CEDAR RAPIDS CITY OF",1.698,"","","","","","","",0,0
142812900100000,"CITY PROPERTY",EXEMPT,"PARKING GARAGE","4TH AVE SE","CEDAR RAPIDS CITY OF",1.8,"","","","","","","",0,0
142813100102000,THEATER,EXEMPT,"PARAMOUNT THEATRE","2ND ST SE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142813100400000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","1ST ST SE","CEDAR RAPIDS CITY OF",0.1928,"","","","","","","",0,0
142813101200000,"CITY PROPERTY",EXEMPT,"ENTRY WAY","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.0037,"","","","","","","",0,0
142813101300000,"CITY PROPERTY",EXEMPT,"ENTRY WAY","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.01,"","","","","","","",0,0
142813300400000,"CITY PROPERTY",EXEMPT,"PARKING RAMP","4TH AVE SE","CEDAR RAPIDS CITY OF",1.652,"","","","","","","",0,0
142813300500000,"CITY PROPERTY",EXEMPT,"CEDAR VALLEY MONTESSORI","4TH AVE SE","CEDAR RAPIDS CITY OF",3.805,"","","","","","","",0,0
142815200500000,"CITY PROPERTY",EXEMPT,"PARKING STRUCTURE","2ND ST SE","CEDAR RAPIDS CITY OF",2.1378,"","","","","","","",0,0
142815300100000,"CITY PROPERTY",EXEMPT,SIDEWALK,"VACANT LAND SE","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142815300300000,"CITY PROPERTY",EXEMPT,"SITTING AREA","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.18,"","","","","","","",0,0
142815600100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","8TH AVE SE","CEDAR RAPIDS CITY OF",0.957,"","","","","","","",0,0
142815600300000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",1.1019,"","","","","","","",0,0
142815700100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.8329,"","","","","","","",0,0
142817600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.037,"","","","","","","",0,0
142817600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.041,"","","","","","","",0,0
142817600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.083,"","","","","","","",0,0
142820300100000,"CITY PROPERTY",EXEMPT,"CTY HALL","1ST ST SE","CEDAR RAPIDS CITY OF",1.2948,"","","","","","","",0,0
142820400100000,"CITY PROPERTY",EXEMPT,"MAYS ISLAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",2.4,"","","","","","","",0,0
142820600100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","3RD AVE SE","CEDAR RAPIDS CITY OF",0.1656,"","","","","","","",0,0
142820600200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","3RD AVE SE","CEDAR RAPIDS CITY OF",0.2201,"","","","","","","",0,0
142820900100000,"CITY PROPERTY",EXEMPT,MEMORIAL,"VACANT LAND SW","CEDAR RAPIDS CITY OF",0.93,"","","","","","","",0,0
142822600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND OFF RIVER","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.38,"","","","","","","",0,0
142822700100000,"CITY PROPERTY",EXEMPT,"FIRE TRAINING FACILITY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.6683,"","","","","","","",0,0
142822800100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",0.1125,"","","","","","","",0,0
142822800200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.046,"","","","","","","",0,0
142822800300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.065,"","","","","","","",0,0
142822800500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST NW","CEDAR RAPIDS CITY OF",0.0506,"","","","","","","",0,0
142822800600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE NW","CEDAR RAPIDS CITY OF",0.2639,"","","","","","","",0,0
142822800700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE NW","CEDAR RAPIDS CITY OF",0.9154,"","","","","","","",0,0
142822800800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE NW","CEDAR RAPIDS CITY OF",0.5785,"","","","","","","",0,0
142822800900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",0.2732,"","","","","","","",0,0
142822801000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST NW","CEDAR RAPIDS CITY OF",0.039,"","","","","","","",0,0
142822801100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.0167,"","","","","","","",0,0
142822900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.2277,"","","","","","","",0,0
142822900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE NW","CEDAR RAPIDS CITY OF",1.2872,"","","","","","","",0,0
142823000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND ALONG RIVER","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.791,"","","","","","","",0,0
142823100100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SW","CEDAR RAPIDS CITY OF",1.1582,"","","","","","","",0,0
142823101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.3857,"","","","","","","",0,0
142823200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE SW","CEDAR RAPIDS CITY OF",0.0951,"","","","","","","",0,0
142823200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE SW","CEDAR RAPIDS CITY OF",0.3857,"","","","","","","",0,0
142823200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.0758,"","","","","","","",0,0
142823200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.5785,"","","","","","","",0,0
142823201100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","","",0,0
142823400300000,"CITY PROPERTY",EXEMPT,"PARKING LOT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.305,"","","","","","","",0,0
142823401100000,"CITY PROPERTY",EXEMPT,"PAVED CITY LOT","1ST ST SW","CEDAR RAPIDS CITY OF",0.3668,"","","","","","","",0,0
142823700200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","2ND AVE SW","CEDAR RAPIDS CITY OF",0.184,"","","","","","","",0,0
142823900100000,"CITY PROPERTY",EXEMPT,"VACANT BUILDING","2ND AVE SW","CEDAR RAPIDS CITY OF",0.0923,"","","","","Bars and Lounges",1956,3558,0,0
142825500900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.041,"","","","","","","",0,0
142825600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.052,"","","","","","","",0,0
142825600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","","",0,0
142825600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","","",0,0
142825600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.1928,"","","","","","","",0,0
142825600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.045,"","","","","","","",0,0
142825901000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.121,"","","","","","","",0,0
142825901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.111,"","","","","","","",0,0
142825901200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.075,"","","","","","","",0,0
142825901300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.2466,"","","","","","","",0,0
142825901400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.053,"","","","","","","",0,0
142825901500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142825902000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.083,"","","","","","","",0,0
142826000500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.1,"","","","","","","",0,0
142826000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.062,"","","","","","","",0,0
142826000700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142827900200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H ST SW","CEDAR RAPIDS CITY OF",0.3347,"","","","","","","",0,0
142828000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.0383,"","","","","","","",6333,0
142828000200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.049,"","","","","","","",0,0
142828000300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.058,"","","","","","","",0,0
142828000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.055,"","","","","","","",0,0
142828000800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142828002100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142828100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.046,"","","","","","","",0,0
142828200100000,"CITY PROPERTY",EXEMPT,"MEMORIAL PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.861,"","","","","","","",0,0
142828301300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","","",0,0
142828301400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
