Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,3.92,08/07/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2.35,11/11/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,10.69,03/03/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Genentech USA, Inc.",CA,100000000226,16.98,02/13/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Scientific Affairs, LLC",NJ,100000000332,88.06,02/11/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,652.05,11/20/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,1000,09/17/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,25,02/13/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,0.57,08/06/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,103.92,08/26/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,6.43,10/02/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ General Practice",225422,"Actavis Pharma Inc",NJ,100000010642,11.69,04/22/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,10.96,12/23/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,14.59,05/23/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,4.85,07/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,16.15,05/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,65.27,02/13/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,3000,11/12/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,13.96,07/09/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,0.32,01/09/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ General Practice",225422,"Actavis Pharma Inc",NJ,100000010642,15.75,04/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,4.18,05/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,0.62,08/14/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,0.22,03/04/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,92.36,11/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,9.94,11/05/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ General Practice",225422,"Actavis Pharma Inc",NJ,100000010642,10.35,07/21/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2.72,11/13/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,9.73,10/07/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,8.15,05/16/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,4.72,03/26/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,16.15,08/20/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,0.34,02/21/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,11.74,11/19/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,18.75,10/27/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,12.26,07/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,10.08,07/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,8.82,01/07/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,12.32,04/08/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,4.5,07/25/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2750,09/15/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,12.3,03/31/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,11.34,12/11/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,659.75,02/13/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,3000,11/25/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,10.85,06/27/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,6.28,11/21/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,3.49,12/12/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Scientific Affairs, LLC",NJ,100000000332,750,03/07/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,7.38,02/21/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","STE 200",Clive,50325,"Medical Doctor","",225422,"Prometheus Laboratories Inc.",CA,100000010425,12.4,07/22/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,3.22,09/23/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,9.37,01/30/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,14.16,01/24/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,3.84,05/08/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,3.25,11/25/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,0.8,11/05/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,10.59,11/06/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Genentech USA, Inc.",CA,100000000226,10.93,04/10/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Braintree Laboratories, Inc.",MA,100000000153,10.8,12/23/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,9.4,08/14/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,91.21,10/09/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Genentech USA, Inc.",CA,100000000226,10.3,01/10/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,1.42,09/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,16.13,10/22/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2.19,09/30/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2.28,10/16/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,3000,10/24/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,8.11,07/15/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,5.3,09/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,3.1,09/23/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,0.42,11/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,21.19,04/16/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,13.69,02/27/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,6.07,06/25/2014,GNRL
BERNARD,IRA,LEMAN,"1378 Nw 124th St","Suite 200",Clive,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Covidien LP",MA,100000000083,31.48,10/14/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,11.23,10/21/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,11.79,08/19/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,0.09,01/06/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,99.88,08/28/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,3.65,08/26/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2750,10/29/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,17.4,06/03/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,9.61,03/04/2014,GNRL
Bernard,Ira,Leman,"1378 Nw 124th St","Suite 200",Clive,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.28,03/18/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,1.69,06/30/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,18.54,12/03/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,120.72,10/23/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,9.75,08/06/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,10.52,05/07/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,8.81,02/03/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,9.86,09/12/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,9.61,04/09/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,10.38,04/23/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,0.34,11/18/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,89.96,10/01/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,4.79,04/18/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,12.47,06/09/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Shire North American Group Inc",DE,100000061292,0.35,02/03/2014,GNRL
BERNARD,I,LEMAN,"1378 NW 124TH ST","",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",225422,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,8.4,12/01/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","STE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"AbbVie, Inc.",IL,100000000204,2.12,11/05/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Biotech, Inc.",PA,100000000329,4.77,10/28/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,18.49,09/04/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ General Practice",225422,"Actavis Pharma Inc",NJ,100000010642,15.83,05/14/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Braintree Laboratories, Inc.",MA,100000000153,11.37,04/04/2014,GNRL
BERNARD,IRA,LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Janssen Scientific Affairs, LLC",NJ,100000000332,750,02/18/2014,GNRL
BERNARD,"",LEMAN,"1378 NW 124TH ST","SUITE 200",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Gastroenterology",225422,"Salix Pharmaceuticals, Ltd",NC,100000010796,10.62,06/06/2014,GNRL
