GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
142238102300000,SE 231,RESIDENTIAL,17900,0,17900,47200,0,65100
142238102400000,SE 231,RESIDENTIAL,18800,0,18800,60800,0,79600
142238102500000,SE 230,RESIDENTIAL,23900,0,23900,63000,0,86900
142238102600000,SE 231,RESIDENTIAL,5800,0,5800,29400,0,35200
142238102700000,SE 230,RESIDENTIAL,23400,0,23400,86200,0,109600
142238102800000,SE 230,RESIDENTIAL,19300,0,19300,77100,0,96400
142238102900000,SE 231,RESIDENTIAL,17300,0,17300,59600,0,76900
142238103000000,SE 231,RESIDENTIAL,13900,0,13900,58000,0,71900
142238103100000,SE 231,RESIDENTIAL,13900,0,13900,54400,0,68300
142238103200000,SE 231,RESIDENTIAL,13900,0,13900,43400,0,57300
142238103300000,SE 231,RESIDENTIAL,4500,0,4500,20000,0,24500
142238103400000,SE 231,RESIDENTIAL,9400,0,9400,47500,0,56900
142238200100000,SE 231,RESIDENTIAL,12100,0,12100,49100,0,61200
142238200200000,SE 231,RESIDENTIAL,11000,0,11000,38200,0,49200
142238200300000,SE 231,RESIDENTIAL,11000,0,11000,46700,0,57700
142238200400000,SE 231,RESIDENTIAL,8900,0,8900,42000,0,50900
142238200500000,SE 231,RESIDENTIAL,11800,0,11800,40200,0,52000
142238200600000,SE 231,RESIDENTIAL,14000,0,14000,56800,0,70800
142238200700000,SE 231,RESIDENTIAL,10500,0,10500,42200,0,52700
142238200800000,SE 231,RESIDENTIAL,10500,0,10500,38400,0,48900
142238200900000,SE 231,RESIDENTIAL,14000,0,14000,63800,0,77800
142238201000000,SE 231,RESIDENTIAL,14000,0,14000,51300,0,65300
142238201100000,SE 231,RESIDENTIAL,14000,0,14000,53600,0,67600
142238201200000,SE 231,RESIDENTIAL,14000,0,14000,45800,0,59800
142238201300000,SE 231,RESIDENTIAL,14000,0,14000,42900,0,56900
142238201400000,SE 231,RESIDENTIAL,14000,0,14000,46400,0,60400
142238201500000,SE 231,RESIDENTIAL,14000,0,14000,50500,0,64500
142238201600000,SE 231,RESIDENTIAL,14000,0,14000,50500,0,64500
142238201700000,SE 231,RESIDENTIAL,14000,0,14000,57000,0,71000
142238201800000,SE 231,RESIDENTIAL,14000,0,14000,35400,0,49400
142238201900000,SE 231,RESIDENTIAL,14000,0,14000,44600,0,58600
142238202000000,SE 231,RESIDENTIAL,17900,0,17900,54100,0,72000
142238202100000,AUTO REPAIR/SALES,COMMERCIAL,0,13000,13000,0,14000,27000
142238202200000,SMALL RETAIL,COMMERCIAL,0,18500,18500,0,63600,82100
142238202300000,SMALL RETAIL,COMMERCIAL,5040,6960,12000,24990,34510,71500
142238202400000,SE 231,RESIDENTIAL,14800,0,14800,44800,0,59600
142238202500000,SE 231,RESIDENTIAL,14000,0,14000,28200,0,42200
142238202600000,SE 231,RESIDENTIAL,14000,0,14000,40200,0,54200
142238202700000,SE 231,RESIDENTIAL,14000,0,14000,56900,0,70900
142238202800000,SE 231,RESIDENTIAL,14000,0,14000,38700,0,52700
142238202900000,SE 231,RESIDENTIAL,12600,0,12600,56900,0,69500
142238203000000,SE 231,RESIDENTIAL,15400,0,15400,45900,0,61300
142238203100000,SE 231,RESIDENTIAL,14000,0,14000,40900,0,54900
142238203200000,SE 231,RESIDENTIAL,14000,0,14000,39700,0,53700
142238203300000,SE 231,RESIDENTIAL,12600,0,12600,56700,0,69300
142238203400000,SE 231,RESIDENTIAL,14000,0,14000,34100,0,48100
142238203500000,SE 231,RESIDENTIAL,14000,0,14000,57200,0,71200
142238203600000,SE 231,RESIDENTIAL,14000,0,14000,43200,0,57200
142238203700000,SE 231,RESIDENTIAL,14000,0,14000,46700,0,60700
142238203800000,SE 231,RESIDENTIAL,12200,0,12200,42100,0,54300
142238300100000,SE 231,RESIDENTIAL,7000,0,7000,34800,0,41800
142238300200000,SE 231,RESIDENTIAL,7600,0,7600,46900,0,54500
142238300300000,SE 231,RESIDENTIAL,7600,0,7600,44600,0,52200
142238300400000,SE 231,RESIDENTIAL,7600,0,7600,49000,0,56600
142238300500000,SE 231,RESIDENTIAL,12200,0,12200,49800,0,62000
142238300600000,SE 231,RESIDENTIAL,14800,0,14800,55200,0,70000
142238300700000,SE 231,RESIDENTIAL,14800,0,14800,42000,0,56800
142238300800000,SE 231,RESIDENTIAL,14800,0,14800,55000,0,69800
142238300900000,SE 231,RESIDENTIAL,14800,0,14800,57100,0,71900
142238301000000,SE 231,RESIDENTIAL,14800,0,14800,62100,0,76900
142238301100000,SE 231,RESIDENTIAL,14800,0,14800,67600,0,82400
142238301200000,SE 231,RESIDENTIAL,14800,0,14800,47600,0,62400
142238301300000,SE 231,RESIDENTIAL,3300,0,3300,800,0,4100
142238301400000,SE 231,RESIDENTIAL,15200,0,15200,49600,0,64800
142238301500000,SMALL RETAIL,COMMERCIAL,7038,23562,30600,22011,73989,126600
142238302200000,SE 231,RESIDENTIAL,18900,0,18900,53800,0,72700
142238302300000,SE 231,RESIDENTIAL,15200,0,15200,49200,0,64400
142238302400000,SE 231,RESIDENTIAL,15400,0,15400,44600,0,60000
142238302500000,SE 231,RESIDENTIAL,14800,0,14800,42100,0,56900
142238302600000,SE 231,RESIDENTIAL,14800,0,14800,39300,0,54100
142238302700000,SE 231,RESIDENTIAL,11100,0,11100,46400,0,57500
142238302800000,SE 231,RESIDENTIAL,13000,0,13000,58200,0,71200
142238302900000,SE 231,RESIDENTIAL,13000,0,13000,32700,0,45700
142238303000000,SE 231,RESIDENTIAL,18900,0,18900,56600,0,75500
142238303100000,SE 231,RESIDENTIAL,7000,0,7000,27100,0,34100
142238303200000,SE 231,RESIDENTIAL,11900,0,11900,34200,0,46100
142238303300000,CONVENIENCE STORE,COMMERCIAL,0,270400,270400,0,1065200,1335600
142240100100000,SE 228,RESIDENTIAL,25700,0,25700,111900,0,137600
142240100200000,SE 228,RESIDENTIAL,26300,0,26300,109700,0,136000
142240100300000,SE 228,RESIDENTIAL,31500,0,31500,152600,0,184100
142240100400000,SE 228,RESIDENTIAL,31500,0,31500,133000,0,164500
142240100500000,SE 228,RESIDENTIAL,31500,0,31500,138500,0,170000
142240100600000,SE 228,RESIDENTIAL,31500,0,31500,123200,0,154700
142240100700000,SE 228,RESIDENTIAL,31500,0,31500,137900,0,169400
142240100800000,SE 228,RESIDENTIAL,31500,0,31500,140900,0,172400
142240100900000,SE 228,RESIDENTIAL,31500,0,31500,133200,0,164700
142240101000000,SE 228,RESIDENTIAL,32300,0,32300,214500,0,246800
142240101100000,SE 228,RESIDENTIAL,29100,0,29100,156000,0,185100
142240101200000,SE 228,RESIDENTIAL,31500,0,31500,177000,0,208500
142240101300000,SE 228,RESIDENTIAL,31500,0,31500,110900,0,142400
142240101400000,SE 228,RESIDENTIAL,31500,0,31500,93100,0,124600
142240101500000,SE 228,RESIDENTIAL,31500,0,31500,134500,0,166000
142240101600000,SE 228,RESIDENTIAL,31500,0,31500,145300,0,176800
142240101700000,SE 228,RESIDENTIAL,35400,0,35400,150800,0,186200
142240101800000,SE 228,RESIDENTIAL,35400,0,35400,122100,0,157500
142240101900000,SE 228,RESIDENTIAL,25200,0,25200,74100,0,99300
142240102000000,SE 228,RESIDENTIAL,21800,0,21800,94100,0,115900
142240102100000,SE 228,RESIDENTIAL,19900,0,19900,103600,0,123500
142240200100000,SE 228,RESIDENTIAL,32600,0,32600,156300,0,188900
142240200200000,SE 228,RESIDENTIAL,26300,0,26300,108900,0,135200
142240200300000,SE 228,RESIDENTIAL,31500,0,31500,132800,0,164300
142240200400000,SE 228,RESIDENTIAL,31500,0,31500,154400,0,185900
142240200500000,SE 228,RESIDENTIAL,31500,0,31500,108400,0,139900
142240200600000,SE 228,RESIDENTIAL,31500,0,31500,135700,0,167200
142240200700000,SE 228,RESIDENTIAL,33600,0,33600,94400,0,128000
142240200800000,SE 228,RESIDENTIAL,26300,0,26300,131200,0,157500
142240200900000,SE 228,RESIDENTIAL,26300,0,26300,102200,0,128500
142240201000000,SE 228,RESIDENTIAL,32300,0,32300,169500,0,201800
142240201100000,SE 228,RESIDENTIAL,19200,0,19200,78200,0,97400
142240201200000,SE 228,RESIDENTIAL,21700,0,21700,78700,0,100400
142240201300000,SE 228,RESIDENTIAL,31500,0,31500,97200,0,128700
142240201400000,SE 228,RESIDENTIAL,31500,0,31500,144000,0,175500
142240201500000,SE 228,RESIDENTIAL,31500,0,31500,156400,0,187900
142240201600000,SE 228,RESIDENTIAL,31500,0,31500,115300,0,146800
142240201700000,SE 228,RESIDENTIAL,31500,0,31500,165700,0,197200
142240201800000,SE 228,RESIDENTIAL,31500,0,31500,108800,0,140300
142240201900000,SE 228,RESIDENTIAL,31500,0,31500,101800,0,133300
142240202000000,SE 228,RESIDENTIAL,31500,0,31500,168300,0,199800
142240202100000,SE 228,RESIDENTIAL,27100,0,27100,127900,0,155000
142240202200000,SE 228,RESIDENTIAL,16800,0,16800,93900,0,110700
142240300100000,SE 228,RESIDENTIAL,27800,0,27800,96600,0,124400
142240300200000,SE 228,RESIDENTIAL,27100,0,27100,82700,0,109800
142240300300000,SE 228,RESIDENTIAL,31100,0,31100,121100,0,152200
142240300400000,SE 228,RESIDENTIAL,32100,0,32100,145900,0,178000
142240300500000,SE 228,RESIDENTIAL,31500,0,31500,211100,0,242600
142240300600000,SE 228,RESIDENTIAL,31500,0,31500,103200,0,134700
142240300700000,SE 228,RESIDENTIAL,31500,0,31500,117300,0,148800
142240300800000,SE 228,RESIDENTIAL,31500,0,31500,116200,0,147700
142240300900000,SE 228,RESIDENTIAL,27100,0,27100,109000,0,136100
142240301000000,SE 228,RESIDENTIAL,16800,0,16800,81600,0,98400
142240301100000,SE 228,RESIDENTIAL,16300,0,16300,98800,0,115100
142240301200000,SE 228,RESIDENTIAL,29400,0,29400,88900,0,118300
142240301300000,SE 228,RESIDENTIAL,39000,0,39000,114600,0,153600
142240301400000,SE 228,RESIDENTIAL,39000,0,39000,218300,0,257300
142240301500000,SE 228,RESIDENTIAL,39000,0,39000,167000,0,206000
142240301600000,SE 228,RESIDENTIAL,39000,0,39000,115600,0,154600
142240301700000,SE 228,RESIDENTIAL,38300,0,38300,192500,0,230800
142240301800000,SE 228,RESIDENTIAL,38300,0,38300,193400,0,231700
142240301900000,SE 228,RESIDENTIAL,40500,0,40500,179600,0,220100
142240302000000,SE 228,RESIDENTIAL,38800,0,38800,127600,0,166400
142240302100000,SE 228,RESIDENTIAL,37900,0,37900,148900,0,186800
142240400100000,SE 228,RESIDENTIAL,27600,0,27600,121800,0,149400
142240400200000,SE 228,RESIDENTIAL,31500,0,31500,72600,0,104100
142240400300000,SE 228,RESIDENTIAL,31500,0,31500,132300,0,163800
142240400400000,SE 228,RESIDENTIAL,31500,0,31500,126900,0,158400
142240400500000,SE 228,RESIDENTIAL,31500,0,31500,107300,0,138800
142240400600000,SE 228,RESIDENTIAL,31500,0,31500,94400,0,125900
142240400700000,SE 228,RESIDENTIAL,31500,0,31500,117100,0,148600
142240400800000,SE 228,RESIDENTIAL,31500,0,31500,129500,0,161000
142240400900000,SE 228,RESIDENTIAL,31500,0,31500,103900,0,135400
142240401000000,SE 228,RESIDENTIAL,28400,0,28400,127000,0,155400
142240401100000,SE 228,RESIDENTIAL,14400,0,14400,85500,0,99900
142240401200000,SE 228,RESIDENTIAL,29100,0,29100,74000,0,103100
142240401300000,SE 228,RESIDENTIAL,31500,0,31500,164000,0,195500
142240401400000,SE 228,RESIDENTIAL,31500,0,31500,118800,0,150300
142240401500000,SE 228,RESIDENTIAL,31500,0,31500,186100,0,217600
142240401600000,SE 228,RESIDENTIAL,31500,0,31500,128300,0,159800
142240401700000,SE 228,RESIDENTIAL,31500,0,31500,145400,0,176900
142240401800000,SE 228,RESIDENTIAL,31500,0,31500,118700,0,150200
142240401900000,SE 228,RESIDENTIAL,31500,0,31500,133700,0,165200
142240402000000,SE 228,RESIDENTIAL,31500,0,31500,160800,0,192300
142240402100000,SE 228,RESIDENTIAL,27100,0,27100,143100,0,170200
142240402200000,SE 228,RESIDENTIAL,16800,0,16800,89200,0,106000
142240500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240600100000,SE 247,RESIDENTIAL,73500,0,73500,199400,0,272900
142240600200000,SE 247,RESIDENTIAL,74500,0,74500,132800,0,207300
142240600300000,SE 247,RESIDENTIAL,76700,0,76700,141400,0,218100
142240600400000,SE 247,RESIDENTIAL,68500,0,68500,218800,0,287300
142240600500000,SE 247,RESIDENTIAL,71200,0,71200,163100,0,234300
142240600600000,SE 247,RESIDENTIAL,73500,0,73500,194500,0,268000
142240600700000,SE 247,RESIDENTIAL,64800,0,64800,141700,0,206500
142240600800000,SE 247,RESIDENTIAL,60700,0,60700,174400,0,235100
142240600900000,SE 247,RESIDENTIAL,77800,0,77800,222400,0,300200
142240601000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240601100000,SE 247,RESIDENTIAL,177000,0,177000,288400,0,465400
142240601200000,SE 247,RESIDENTIAL,54700,0,54700,162200,0,216900
142240601300000,SE 247,RESIDENTIAL,70800,0,70800,230700,0,301500
142240601400000,SE 247,RESIDENTIAL,66200,0,66200,203900,0,270100
142240601500000,SE 247,RESIDENTIAL,70500,0,70500,352100,0,422600
142240601600000,SE 247,RESIDENTIAL,900,0,900,0,0,900
142240700100000,SE 247,RESIDENTIAL,175200,0,175200,131900,0,307100
142240800100000,SE 247,RESIDENTIAL,143000,0,143000,234000,0,377000
142240800200000,SE 247,RESIDENTIAL,83300,0,83300,217100,0,300400
142240800300000,SE 247,RESIDENTIAL,68000,0,68000,107900,0,175900
142240800400000,SE 247,RESIDENTIAL,60000,0,60000,105100,0,165100
142240800500000,SE 247,RESIDENTIAL,67500,0,67500,247600,0,315100
142242600100000,SE 230,RESIDENTIAL,19400,0,19400,79100,0,98500
142242600200000,SE 230,RESIDENTIAL,14000,0,14000,69700,0,83700
142242600300000,SE 230,RESIDENTIAL,15800,0,15800,31500,0,47300
142242600400000,SE 230,RESIDENTIAL,17500,0,17500,78400,0,95900
142242600500000,SE 230,RESIDENTIAL,14000,0,14000,60000,0,74000
142242600600000,SE 230,RESIDENTIAL,14000,0,14000,78200,0,92200
142242600700000,SE 230,RESIDENTIAL,14000,0,14000,60000,0,74000
142242600800000,SE 230,RESIDENTIAL,8400,0,8400,62400,0,70800
142242600900000,SE 230,RESIDENTIAL,9100,0,9100,46700,0,55800
142242601000000,SE 230,RESIDENTIAL,7600,0,7600,54100,0,61700
142242601100000,SE 230,RESIDENTIAL,7500,0,7500,51500,0,59000
142242601200000,SE 230,RESIDENTIAL,7800,0,7800,56300,0,64100
142242601300000,SE 230,RESIDENTIAL,7800,0,7800,16300,0,24100
142242601400000,SE 230,RESIDENTIAL,14000,0,14000,51300,0,65300
142242601500000,SE 230,RESIDENTIAL,14000,0,14000,41800,0,55800
142242601600000,SE 230,RESIDENTIAL,14000,0,14000,64200,0,78200
142242601700000,SE 230,RESIDENTIAL,17500,0,17500,44000,0,61500
142242601800000,SE 230,RESIDENTIAL,17500,0,17500,82100,0,99600
142242601900000,SE 230,RESIDENTIAL,14000,0,14000,71200,0,85200
142242602000000,SE 230,RESIDENTIAL,14000,0,14000,45200,0,59200
142242602100000,SE 230,RESIDENTIAL,12500,0,12500,44700,0,57200
142242602200000,SE 230,RESIDENTIAL,14400,0,14400,83100,0,97500
142242602300000,SE 230,RESIDENTIAL,19000,0,19000,56600,0,75600
142242602400000,SE 230,RESIDENTIAL,20300,0,20300,51500,0,71800
142242700100000,SE 230,RESIDENTIAL,11200,0,11200,56200,0,67400
142242700200000,SE 230,RESIDENTIAL,12800,0,12800,43000,0,55800
142242700300000,SE 230,RESIDENTIAL,15800,0,15800,54600,0,70400
142242700400000,CONVERSION-CENT CORE,EXEMPT,0,20800,20800,0,66800,87600
142242700500000,SE 230,RESIDENTIAL,13700,0,13700,43100,0,56800
142242700600000,SE 230,RESIDENTIAL,11700,0,11700,48100,0,59800
142242700700000,SE 230,RESIDENTIAL,17900,0,17900,45000,0,62900
142242700800000,SE 230,RESIDENTIAL,14000,0,14000,55700,0,69700
142242700900000,SE 230,EXEMPT,0,14000,14000,64200,0,78200
142242701000000,SE 230,RESIDENTIAL,14000,0,14000,66000,0,80000
142242701100000,APARTMENT,RESIDENTIAL,16800,0,16800,123600,0,140400
142242701200000,SMALL RETAIL,EXEMPT,0,12600,12600,0,60100,72700
142242701300000,SE 230,RESIDENTIAL,6500,0,6500,34100,0,40600
142242701400000,SE 230,RESIDENTIAL,8700,0,8700,51000,0,59700
142242701500000,SE 230,RESIDENTIAL,13900,0,13900,58800,0,72700
142242701600000,SE 230,RESIDENTIAL,13900,0,13900,78400,0,92300
142242701700000,SE 230,RESIDENTIAL,17300,0,17300,74600,0,91900
142242701800000,SE 230,RESIDENTIAL,13600,0,13600,71200,0,84800
142242701900000,SE 230,RESIDENTIAL,13200,0,13200,72400,0,85600
142242702000000,SE 230,RESIDENTIAL,7700,0,7700,48000,0,55700
142242702100000,SE 230,RESIDENTIAL,8300,0,8300,63900,0,72200
142242702200000,SE 230,RESIDENTIAL,7500,0,7500,43400,0,50900
142242702300000,SE 230,RESIDENTIAL,7300,0,7300,12700,0,20000
142242702400000,SE 230,RESIDENTIAL,10800,0,10800,68400,0,79200
142242702500000,SE 230,RESIDENTIAL,10800,0,10800,56800,0,67600
142242800100000,SE 230,RESIDENTIAL,21000,0,21000,67800,0,88800
142242800200000,SE 230,RESIDENTIAL,11300,0,11300,80100,0,91400
142242800600000,SE 230,RESIDENTIAL,12200,0,12200,50100,0,62300
142242800700000,SE 230,RESIDENTIAL,11900,0,11900,48200,0,60100
142242800800000,SMALL RETAIL,EXEMPT,0,33000,33000,0,122100,155100
142242800900000,SE 230,RESIDENTIAL,7100,0,7100,12000,0,19100
142242801000000,SE 230,EXEMPT,0,7100,7100,0,44500,51600
142242801100000,SE 230,EXEMPT,0,8100,8100,0,19500,27600
142242801200000,SE 230,EXEMPT,0,8100,8100,0,27600,35700
142242801300000,SE 230,RESIDENTIAL,17900,0,17900,58400,0,76300
142242801400000,SE 230,RESIDENTIAL,10500,0,10500,54700,0,65200
142242801500000,SE 230,RESIDENTIAL,10500,0,10500,57100,0,67600
142242801600000,SE 230,RESIDENTIAL,17900,0,17900,47300,0,65200
142242801700000,SE 230,RESIDENTIAL,37000,0,37000,83900,0,120900
142242900100000,SE 230,RESIDENTIAL,15000,0,15000,81400,0,96400
142242900200000,SE 230,RESIDENTIAL,14000,0,14000,39500,0,53500
142242900300000,SE 230,RESIDENTIAL,14000,0,14000,51400,0,65400
142242900400000,SE 230,RESIDENTIAL,14000,0,14000,59100,0,73100
142242900500000,SE 230,RESIDENTIAL,14000,0,14000,63400,0,77400
142242900600000,SE 230,RESIDENTIAL,14000,0,14000,41400,0,55400
142242900700000,SE 230,RESIDENTIAL,10500,0,10500,40100,0,50600
142242900800000,SE 230,RESIDENTIAL,10500,0,10500,41600,0,52100
142242900900000,SE 230,RESIDENTIAL,10500,0,10500,49500,0,60000
142242901000000,SE 230,RESIDENTIAL,11800,0,11800,40200,0,52000
142242901100000,SE 230,RESIDENTIAL,9400,0,9400,42900,0,52300
142242901200000,SE 230,RESIDENTIAL,7600,0,7600,43100,0,50700
142242901300000,SE 230,RESIDENTIAL,7500,0,7500,34400,0,41900
142242901400000,SE 230,RESIDENTIAL,7400,0,7400,55000,0,62400
142242901500000,SE 230,RESIDENTIAL,8300,0,8300,45900,0,54200
142242901600000,SE 230,RESIDENTIAL,8500,0,8500,27200,0,35700
142242901700000,SE 230,RESIDENTIAL,7900,0,7900,35000,0,42900
142242901800000,SE 230,RESIDENTIAL,14000,0,14000,34500,0,48500
142242901900000,SE 230,RESIDENTIAL,14000,0,14000,59200,0,73200
142242902000000,SE 230,RESIDENTIAL,17500,0,17500,57800,0,75300
142242902100000,SE 230,RESIDENTIAL,17500,0,17500,59800,0,77300
142242902200000,SE 230,RESIDENTIAL,14000,0,14000,32100,0,46100
142242902300000,SE 230,RESIDENTIAL,14000,0,14000,76700,0,90700
142242902400000,SE 230,RESIDENTIAL,14000,0,14000,76800,0,90800
142242902500000,SE 230,RESIDENTIAL,14900,0,14900,65500,0,80400
142242902600000,SE 230,RESIDENTIAL,12800,0,12800,55800,0,68600
142242902700000,SE 230,RESIDENTIAL,15500,0,15500,58400,0,73900
142243000100000,SE 230,RESIDENTIAL,8500,0,8500,52100,0,60600
142243000200000,SE 230,RESIDENTIAL,8200,0,8200,39700,0,47900
142243000300000,SE 230,RESIDENTIAL,13300,0,13300,59300,0,72600
142243000400000,SE 230,RESIDENTIAL,12800,0,12800,44100,0,56900
142243000500000,SE 230,RESIDENTIAL,10500,0,10500,55600,0,66100
142243000600000,SE 230,RESIDENTIAL,10500,0,10500,0,0,10500
142243000700000,SE 230,RESIDENTIAL,10500,0,10500,42800,0,53300
142243000800000,SE 230,RESIDENTIAL,14000,0,14000,43300,0,57300
142243000900000,OFFICE,EXEMPT,0,33600,33600,0,375800,409400
142243001000000,FLAT PARKING,EXEMPT,0,33600,33600,0,24800,58400
142243001100000,APARTMENT,MULTI-RES,16800,0,16800,121300,0,138100
142243001200000,SE 230,RESIDENTIAL,17900,0,17900,56000,0,73900
142243001300000,APARTMENT,MULTI-RES,7200,0,7200,97400,0,104600
142243001400000,SE 230,RESIDENTIAL,9800,0,9800,25600,0,35400
142243001500000,SE 230,RESIDENTIAL,7600,0,7600,43600,0,51200
142243001600000,SE 230,RESIDENTIAL,14000,0,14000,47100,0,61100
142243001700000,SE 230,RESIDENTIAL,17500,0,17500,40700,0,58200
142243001800000,SE 230,RESIDENTIAL,14000,0,14000,42900,0,56900
142243001900000,SE 230,RESIDENTIAL,13800,0,13800,66300,0,80100
142243002000000,SE 230,RESIDENTIAL,13300,0,13300,67400,0,80700
142243002100000,SE 230,RESIDENTIAL,12800,0,12800,58000,0,70800
142243002200000,SE 230,RESIDENTIAL,8400,0,8400,58000,0,66400
142243002300000,SE 230,RESIDENTIAL,7100,0,7100,37000,0,44100
142243002400000,SE 230,RESIDENTIAL,8000,0,8000,63800,0,71800
142243002500000,SE 230,RESIDENTIAL,7800,0,7800,34100,0,41900
142243100100000,SE 230,RESIDENTIAL,9800,0,9800,62500,0,72300
142243100200000,SE 230,RESIDENTIAL,9300,0,9300,50600,0,59900
142243100300000,SE 230,RESIDENTIAL,9300,0,9300,62500,0,71800
142243100400000,SE 230,EXEMPT,0,13300,13300,0,59800,73100
142243100500000,SE 230,RESIDENTIAL,9800,0,9800,54100,0,63900
142243100600000,SE 230,RESIDENTIAL,7000,0,7000,0,0,7000
142243100700000,SE 230,RESIDENTIAL,9800,0,9800,57800,0,67600
142243100800000,SE 230,RESIDENTIAL,12900,0,12900,57100,0,70000
142243100900000,SE 230,RESIDENTIAL,12900,0,12900,73000,0,85900
142243101000000,SE 230,RESIDENTIAL,12900,0,12900,53600,0,66500
142243101100000,SE 230,RESIDENTIAL,16400,0,16400,62300,0,78700
142243101200000,APARTMENT,MULTI-RES,9000,0,9000,83200,0,92200
142243101300000,SE 230,RESIDENTIAL,6400,0,6400,6200,0,12600
142243101400000,SE 230,EXEMPT,0,7700,7700,0,45600,53300
142243101500000,SE 230,RESIDENTIAL,10500,0,10500,38200,0,48700
142243101600000,SE 230,RESIDENTIAL,10500,0,10500,50300,0,60800
142243101700000,SE 230,RESIDENTIAL,17900,0,17900,61500,0,79400
142243101800000,SE 230,RESIDENTIAL,14000,0,14000,63800,0,77800
142243101900000,SE 230,RESIDENTIAL,9800,0,9800,55400,0,65200
142243200100000,SE 230,RESIDENTIAL,15100,0,15100,40800,0,55900
142243200200000,SE 230,RESIDENTIAL,13700,0,13700,36900,0,50600
142243200300000,SE 230,RESIDENTIAL,14000,0,14000,73900,0,87900
142243200400000,SE 230,RESIDENTIAL,14000,0,14000,43600,0,57600
142243200500000,SE 230,RESIDENTIAL,14000,0,14000,66000,0,80000
142243200600000,SE 230,RESIDENTIAL,14000,0,14000,69300,0,83300
142243200700000,SE 230,RESIDENTIAL,14000,0,14000,60300,0,74300
142243200800000,SE 230,RESIDENTIAL,10500,0,10500,45700,0,56200
142243200900000,SE 230,RESIDENTIAL,7700,0,7700,46300,0,54000
142243201000000,SE 230,RESIDENTIAL,14000,0,14000,58600,0,72600
142243201100000,SE 230,RESIDENTIAL,16400,0,16400,62700,0,79100
142243201200000,SE 230,RESIDENTIAL,7800,0,7800,46200,0,54000
142243201300000,SE 230,RESIDENTIAL,7800,0,7800,27400,0,35200
142243201400000,SE 230,RESIDENTIAL,8500,0,8500,62600,0,71100
142243201500000,SE 230,RESIDENTIAL,7900,0,7900,43100,0,51000
142243201600000,SE 230,RESIDENTIAL,14000,0,14000,42600,0,56600
142243201700000,SE 230,RESIDENTIAL,14000,0,14000,58000,0,72000
142243201800000,SE 230,RESIDENTIAL,10500,0,10500,39700,0,50200
142243201900000,SE 230,RESIDENTIAL,14000,0,14000,57000,0,71000
142243202000000,SE 230,RESIDENTIAL,10500,0,10500,37100,0,47600
142243202100000,SE 230,RESIDENTIAL,14000,0,14000,53000,0,67000
142243202200000,SE 230,RESIDENTIAL,14000,0,14000,47900,0,61900
142243202300000,SE 230,RESIDENTIAL,14000,0,14000,48500,0,62500
142243202400000,SE 230,RESIDENTIAL,20600,0,20600,53600,0,74200
142243202500000,SE 230,RESIDENTIAL,14300,0,14300,54400,0,68700
142243202600000,SE 230,RESIDENTIAL,16500,0,16500,40700,0,57200
142243300100000,SE 230,RESIDENTIAL,8600,0,8600,40700,0,49300
142243300200000,SE 230,RESIDENTIAL,8200,0,8200,46200,0,54400
142243300300000,SE 230,RESIDENTIAL,13300,0,13300,55100,0,68400
142243300400000,SE 230,RESIDENTIAL,12800,0,12800,65300,0,78100
142243300500000,SE 230,RESIDENTIAL,15800,0,15800,61800,0,77600
142243300600000,SE 230,RESIDENTIAL,12300,0,12300,54300,0,66600
142243300700000,SE 230,RESIDENTIAL,14000,0,14000,60600,0,74600
142243300800000,SE 230,RESIDENTIAL,14000,0,14000,51500,0,65500
142243300900000,SE 230,RESIDENTIAL,14000,0,14000,76300,0,90300
142243301000000,SE 230,EXEMPT,0,14500,14500,0,54600,69100
142243301100000,APARTMENT,RESIDENTIAL,13700,0,13700,115000,0,128700
142243301200000,SE 230,RESIDENTIAL,8600,0,8600,39000,0,47600
142243301300000,SE 230,RESIDENTIAL,8600,0,8600,49600,0,58200
142243301400000,SE 230,RESIDENTIAL,8600,0,8600,46300,0,54900
142243301500000,SE 230,RESIDENTIAL,8600,0,8600,49000,0,57600
142243301600000,SE 230,RESIDENTIAL,14000,0,14000,50500,0,64500
142243301700000,SE 230,RESIDENTIAL,14000,0,14000,70500,0,84500
142243301800000,SE 230,RESIDENTIAL,14000,0,14000,58800,0,72800
142243301900000,SE 230,RESIDENTIAL,15800,0,15800,70300,0,86100
142243302000000,CENTRALLY ASSESSED,OTHER,0,0,0,0,0,0
142243302100000,SE 230,RESIDENTIAL,16300,0,16300,33900,0,50200
142243302200000,SE 230,RESIDENTIAL,13800,0,13800,47000,0,60800
142243302300000,SE 230,RESIDENTIAL,12100,0,12100,37000,0,49100
142243302400000,SE 230,RESIDENTIAL,8200,0,8200,46600,0,54800
142243302500000,SE 230,RESIDENTIAL,8500,0,8500,41900,0,50400
142243302600000,SE 230,RESIDENTIAL,7300,0,7300,36400,0,43700
142243302700000,SE 230,RESIDENTIAL,9900,0,9900,59100,0,69000
142243302800000,SE 230,RESIDENTIAL,8600,0,8600,52100,0,60700
142243302900000,SE 230,RESIDENTIAL,7200,0,7200,26500,0,33700
142243400100000,SE 230,RESIDENTIAL,13900,0,13900,67900,0,81800
