GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2010 Land Res,2010 Land Comm,2010 Land Total,2010 Dwlg,2010 Improv,2010 Total,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
142040201900000,,Exempt,E-15 CITY,1226,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,Single-Family,Salvage,1895-01-01,8501-01-01,,,,,0,0,0,0,0,0,13200,47720,0,60920,,,,,,,,,
142040202000000,,Exempt,E-15 CITY,1232,3RD ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.115,,,,,,,,,0,0,0,0,0,0,13200,9381,0,22581,,,,,,,,,
142040600200000,,Exempt,E-15 CITY,1131,5TH ST NW,CITY OF CEDAR RAPIDS,5.9,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142040600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142040800800000,,Exempt,E-15 CITY,1021,5TH ST NW,CITY OF CEDAR RAPIDS,0.126,Single-Family,Salvage,1935-01-01,6801-01-01,,,,,0,0,0,0,0,0,0,0,0,0,142040800800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142048101500000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.032,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142048101500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142048301200000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.0092,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142048301200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142117700200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.0104,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142117700200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142125100400000,,Exempt,E-15 CITY,1418,1ST ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.086,Single-Family,Salvage,1920-01-01,8401-01-01,,,,,0,0,0,0,0,0,11490,67300,0,78790,,,,,,,,,
142125100500000,,Exempt,E-15 CITY,1411,3RD ST NW,CEDAR RAPIDS CITY OF,0.092,Single-Family,Salvage,1910-01-01,5701-01-01,,,,,0,0,0,0,0,0,14000,30647,0,44647,,,,,,,,,
142125100800000,,Exempt,E-15 CITY,1400,1ST ST NW,CEDAR RAPIDS CITY OF & BONNIE M MC DONOUGH,0.138,Single-Family,Salvage,1900-01-01,8901-01-01,,,,,0,0,0,0,0,0,14550,37371,0,51921,,,,,,,,,
142125101100000,,Exempt,E-15 CITY,1417,3RD ST NW,CEDAR RAPIDS CITY OF,0.093,Single-Family,Salvage,1900-01-01,8501-01-01,,,,,0,0,0,0,0,0,14280,56868,0,71148,,,,,,,,,
142125200200000,,Exempt,E-15 CITY,1343,3RD ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.118,Single-Family,Salvage,1890-01-01,7301-01-01,,,,,0,0,0,0,0,0,16100,44411,0,60511,,,,,,,,,
142125200300000,,Exempt,E-15 CITY,1339,3RD ST NW,CEDAR RAPIDS CITY OF,0.125,Single-Family,Salvage,1890-01-01,7901-01-01,,,,,0,0,0,0,0,0,16450,35854,0,52304,,,,,,,,,
142125200400000,,Exempt,E-15 CITY,1333,3RD ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.132,Single-Family,Salvage,1900-01-01,8901-01-01,,,,,0,0,0,0,0,0,16800,43709,0,60509,,,,,,,,,
142125200500000,,Exempt,E-15 CITY,1327,3RD ST NW,CEDAR RAPIDS CITY OF,0.14,Single-Family,Salvage,1900-01-01,7601-01-01,,,,,0,0,0,0,0,0,17150,40569,0,57719,,,,,,,,,
142125200700000,,Exempt,E-15 CITY,1317,3RD ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.154,Single-Family,1 Story Frame,1900-01-01,7001-01-01,,,,,0,0,0,0,0,0,17675,49398,0,67073,,,,,,,,,
142125201100000,,Exempt,E-15 CITY,106,L AVE NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.081,Single-Family,Salvage,1900-01-01,8601-01-01,,,,,0,0,0,0,0,0,12383,42812,0,55195,,,,,,,,,
142125201200000,,Exempt,E-15 CITY,1306,1ST ST NW,CEDAR RAPIDS CITY OF,0.158,,,,,,,,,0,0,0,0,0,0,15300,58563,0,73863,,,,,,,,,
142125201500000,,Exempt,E-15 CITY,1322,1ST ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.144,Single-Family,Salvage,1890-01-01,9901-01-01,,,,,0,0,0,0,0,0,14850,31543,0,46393,,,,,,,,,
142125201600000,,Exempt,E-15 CITY,1326,1ST ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.138,,,,,,,,,0,0,0,0,0,0,14550,46849,0,61399,,,,,,,,,
142125201800000,,Exempt,E-15 CITY,1340,1ST ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.126,Single-Family,Salvage,1900-01-01,5701-01-01,,,,,0,0,0,0,0,0,14100,14232,0,28332,,,,,,,,,
142132600400000,,Exempt,E-15 CITY,1209,2ND ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.115,Single-Family,Salvage,1895-01-01,7001-01-01,,,,,0,0,0,0,0,0,13200,37192,0,50392,,,,,,,,,
142132600600000,,Exempt,E-15 CITY,124,K AVE NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0,8100,35056,0,43156,,,,,,,,,
142132600700000,,Exempt,E-15 CITY,114,K AVE NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.089,Single-Family,Salvage,1890-01-01,7201-01-01,,,,,0,0,0,0,0,0,8767,39427,0,48194,,,,,,,,,
142132600800000,VACANT LOT,Exempt,E-15 CITY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1406,,,,,,,,,0,0,0,0,0,0,19845,0,0,19845,,,,,,,,,
142135100100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,3.014,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142135200100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,3.764,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142137700100000,,Exempt,E-15 CITY,370,1ST AVE NE,CITY OF CEDAR RAPIDS,3.636,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142137800100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.193,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142137800102000,,Exempt,E-15 CITY,350,1ST AVE NE,CITY OF CEDAR RAPIDS % CITY AUDITOR,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142138000100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,2.598,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142138000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142140502000000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.011,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142140502000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145500200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142145500200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145500300000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142145500300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900100000,,Exempt,E-15 CITY,428,3RD AVE SE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142145900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS % MAYORS OFFICE 3RD FLOOR,0.386,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142145900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2893,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142146000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000200000,,Exempt,E-15 CITY,325,1ST AVE SE,CEDAR RAPIDS CITY OF,0.3214,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142146000200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.132,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142146100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142220500100000,,Exempt,E-15 CITY,1556,B AVE NE,CITY OF CEDAR RAPIDS,0.2185,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142220500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142221301100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.012,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142221301100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223000800000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.064,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142223000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223202200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.129,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142223202200000,VACANT LAND,EXEMPT,0,11200,11200,0,1500,12700
142223202300000,,Exempt,E-15 CITY,1424,B AVE NE,CITY OF CEDAR RAPIDS FIRE STATION # 3,0.193,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142223202300000,APARTMENT,EXEMPT,0,16800,16800,0,322000,338800
142227800100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.23,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142227800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142228200100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.15,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142228200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142230600500000,CONVERSION,Exempt,E-15 CITY,1419,5TH AVE SE,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,,0,0,0,0,0,0,9072,0,3240,12312,142230600500000,SE 231,EXEMPT,0,8400,8400,0,0,8400
142235202100000,,Exempt,E-15 CITY,1047,5TH AVE SE,CITY OF CEDAR RAPIDS,0.0367,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142235202100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.077,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142235600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.047,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142235600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240500100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.98,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142240500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240601000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.34,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142240601000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142248201000000,,Exempt,E-15 CITY,2000,MT VERNON RD SE,CITY OF CEDAR RAPIDS,3.284,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142248201000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,10.04,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142312600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,70.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142312600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142337802700000,,Exempt,E-15 CITY,2416,MT VERNON RD SE,CITY OF CEDAR RAPIDS FIRE STATION 6,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142337802700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142412600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.54,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142412600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142433001200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.181,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142433001200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142442800200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.28,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142442800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142447700900000,,Exempt,E-15 CITY,4296,MT VERNON RD SE,CITY OF CEDAR RAPIDS (WATER TOWER),1.02,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142447700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142528003300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142528003300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142530102000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142530102000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142542901100000,,Exempt,E-15 CITY,0,PARK SE,CITY OF CEDAR RAPIDS,14.32,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142542901100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142612603400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.48,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142612603400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142617601300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.82,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142617601300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142623001600000,,Exempt,E-15 CITY,1107,23RD ST SE,CEDAR RAPIDS CITY OF,0.602,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142623001600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142625100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,76.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142625100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142632600200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,21.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142632600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142637700300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,9.65,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142637700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142637700400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.46,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142637700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715500800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.64,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142715500800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715501200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.138,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142715501200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715600700000,,Exempt,E-15 CITY,1602,15TH AVE SE,CITY OF CEDAR RAPIDS,1.08,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142715600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715700100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.793,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142715700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142717600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,47.77,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142717600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,3.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720200400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.128,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720200400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720202200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.129,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720202200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.052,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720302100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.067,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720302200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.026,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720302300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720402700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.048,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720402700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720500100000,,Exempt,SE 237,929,10TH ST SE,CEDAR RAPIDS CITY OF,0.11,Single-Family,2 Story Frame,1905-01-01,1560-01-01,,,,,0,0,0,0,0,0,0,0,0,0,142720500100000,SE 237,RESIDENTIAL,8200,0,8200,116800,0,125000
142720602600000,,Exempt,SE 237,1025,10TH ST SE,CEDAR RAPIDS CITY OF CITY HALL,0.08,Single-Family,1 Story Frame,1890-01-01,8801-01-01,,,,,0,0,0,0,0,0,0,0,0,0,142720602600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720700900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.129,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720702500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.129,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142720702500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142722901200000,VACANT LOT,Exempt,E-15 CITY,910,10TH AVE SE,CITY OF CEDAR RAPIDS CITY HALL,0.0533,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142723200900000,,Exempt,E-15 CITY,922,8TH ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,2400,0,0,2400,142723200900000,SE 237,RESIDENTIAL,6000,0,6000,0,0,6000
142725501300000,CITY HALL,Exempt,E-15 CITY,0,VACANT LAND,CEDAR RAPIDS CITY OF CITY HALL,0.1102,,,,,Store - Retail Small,1930,813,,0,0,0,0,0,0,0,0,0,0,142725501300000,RESTAURANT,COMMERCIAL,0,14400,14400,0,64000,78400
142725600300000,,Exempt,E-15 CITY,1002,5TH ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142725600300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700100000,VACANT BLDG,Exempt,E-15 CITY,629,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0671,,,,,Shop,1931,704,,0,0,0,0,0,0,0,0,0,0,142725700100000,RESTAURANT,COMMERCIAL,0,8800,8800,0,30700,39500
142725700200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142725700200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8494,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142725700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725900100000,,Exempt,E-15 CITY,400,12TH AVE SE,CEDAR RAPIDS CITY OF,4.8324,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142726000800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.97,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142726000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726100300000,,Exempt,E-15 CITY,1231,5TH ST SE,CEDAR RAPIDS CITY OF,0.197,Single-Family,Salvage,1880-01-01,9601-01-01,,,,,0,0,0,0,0,0,0,0,0,0,142726100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101400000,,Exempt,E-15 CITY,415,12TH AVE SE,CEDAR RAPIDS CITY OF % CITY AUDITOR,3.5958,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142727700400000,,Exempt,E-15 CITY,1248,10TH ST SE,CITY OF CEDAR RAPIDS,0.771,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142727700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.841,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142727700500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.125,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142727700700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.7,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142727700800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727800100000,BENDER POOL,Exempt,E-15 CITY,940,14TH AVE SE,CITY OF CEDAR RAPIDS,1.736,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142727800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730500200000,,Exempt,E-15 CITY,1800,10TH ST SE,CEDAR RAPIDS CITY OF CITY HALL,6.76,,,,,Metal Office,1950,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142732800100000,WAREHOUSE,Exempt,E-15 CITY,1600,3RD ST SE,CEDAR RAPIDS CITY OF,30.25,,,,,Warehouse,1880,404969,multiple bldgs on this parcel,0,0,0,0,0,0,695250,0,584251,1279501,142732800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733001900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.066,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142733001900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.121,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142733100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733100800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.129,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142733100800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733101900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.545,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142733101900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733102000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.302,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142733102000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142735100100000,,Exempt,E-15 CITY,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142735100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142737600100000,,Exempt,E-15 CITY,2216,A ST SW,CITY OF CEDAR RAPIDS,0.35,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142737600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142810500400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.028,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142810500400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142810501100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142810501100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142812700600000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.698,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142812700600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142812900100000,,Exempt,E-15 CITY,349,4TH AVE SE,CITY OF CEDAR RAPIDS,1.8,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142812900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142813100102000,,Exempt,E-15 CITY,305,2ND ST SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,142813100102000,THEATER,EXEMPT,0,0,0,0,0,0
142813100700000,,Exempt,E-15 CITY,126,4TH AVE SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142813100800000,,Exempt,E-15 CITY,321,2ND ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
